telenode 2080.000000 1696.000000 -2259.875000 0.000000 180.000000 0.000000 0.000000 0.000000 1.000000 30.000000 180.000000 0.000000 0 0 0.000000
mgturret 5184.000000 -1344.000000 -1339.875000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 90.000000 0.000000 0 0 0.000000
mgturret 5344.000000 -1152.000000 -1339.875000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 90.000000 0.000000 0 0 0.000000
overmind 9296.000000 -3128.000000 -880.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000 0 0 0.000000
acid_tube 9327.000000 -3026.000000 -880.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000 0 0 0.000000
acid_tube 8879.000000 -3073.000000 -1344.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000 0 0 0.000000
acid_tube 9331.000000 -2684.000000 -880.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000 0 0 0.000000
barricade 8896.000000 -2864.000000 -1344.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000 0 0 0.000000
barricade 8880.000000 -2720.000000 -1344.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000 0 0 0.000000
acid_tube 8983.000000 -2682.000000 -880.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000 0 0 0.000000
acid_tube 9119.000000 -2698.000000 -880.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000 0 0 0.000000
mgturret 5368.000000 -1360.000000 -1339.875000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 90.000000 0.000000 0 0 0.000000
mgturret 4928.000000 -1344.000000 -1339.875000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 90.000000 0.000000 0 0 0.000000
acid_tube 8975.000000 -3073.000000 -880.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000 0 0 0.000000
telenode 1952.000000 1696.000000 -2259.875000 0.000000 270.000000 0.000000 0.000000 0.000000 1.000000 30.000000 270.000000 0.000000 0 0 0.000000
repeater 2016.000000 1632.000000 -2248.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000 0 0 0.000000
telenode 2080.000000 1568.000000 -2259.875000 0.000000 180.000000 0.000000 0.000000 0.000000 1.000000 30.000000 180.000000 0.000000 0 0 0.000000
telenode 1952.000000 1568.000000 -2259.875000 0.000000 270.000000 0.000000 0.000000 0.000000 1.000000 30.000000 270.000000 0.000000 0 0 0.000000
reactor 5293.467285 -1251.174683 -1344.375000 0.000000 -2.000000 0.000000 0.000000 0.000000 1.000000 30.000000 -2.000000 1.000000 2 0 0.000000
dpoint_a 7260.612305 -2305.071533 -1359.375000 0.000000 -179.000000 0.000000 0.000000 0.000000 1.000000 30.000000 -179.000000 1.000000 2 0 0.000000
eggpod 9108.000000 -3084.000000 -880.875000 0.000000 180.000000 0.000000 0.000000 0.000000 1.000000 30.000000 180.000000 0.000000 0 0 0.000000
dpoint_b 5312.198242 -3072.983643 -1535.375000 0.000000 -87.000000 0.000000 0.000000 0.000000 1.000000 30.000000 -87.000000 1.000000 2 0 0.000000
dpoint_c 7244.380859 -4224.712402 -1343.375000 0.000000 -131.000000 0.000000 0.000000 0.000000 1.000000 30.000000 -131.000000 1.000000 2 0 0.000000
dpoint_d 3951.253662 -2310.128418 -879.375000 0.000000 88.000000 0.000000 0.000000 0.000000 1.000000 30.000000 88.000000 1.000000 2 0 0.000000
