eggpod 2304.000000 2152.000000 -80.123062 0.000000 180.000000 0.000000 0.123091 -0.123091 0.984732 30.000000 180.000000 0.000000 0 0 0.000000
eggpod 2728.000000 2488.000000 -91.437599 0.000000 180.000000 0.000000 0.000000 0.062378 0.998053 30.000000 180.000000 0.000000 0 0 0.000000
acid_tube 2160.000000 1720.000000 -83.436981 0.000000 0.000000 0.000000 0.000000 0.062378 0.998053 30.000000 0.000000 0.000000 0 0 0.000000
acid_tube 2296.000000 2032.000000 -92.061287 0.000000 0.000000 0.000000 0.123797 0.061898 0.990375 30.000000 0.000000 0.000000 0 0 0.000000
acid_tube 2944.000000 2648.000000 -88.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000 0 0 0.000000
acid_tube 2784.000000 2584.000000 -89.560013 0.000000 0.000000 0.000000 0.000000 -0.184288 0.982872 30.000000 0.000000 0.000000 0 0 0.000000
reactor -1152.000000 464.000000 -112.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000 0 0 0.000000
mgturret -1176.000000 656.000000 -107.875000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 90.000000 0.000000 0 0 0.000000
mgturret -936.000000 752.000000 -107.875000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 90.000000 0.000000 0 0 0.000000
mgturret -1184.000000 288.000000 -107.875000 0.000000 270.000000 0.000000 0.000000 0.000000 1.000000 0.000000 270.000000 0.000000 0 0 0.000000
mgturret -936.000000 288.000000 -107.875000 0.000000 270.000000 0.000000 0.000000 0.000000 1.000000 0.000000 270.000000 0.000000 0 0 0.000000
arm -944.000000 488.000000 -114.875000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 30.000000 90.000000 0.000000 0 0 0.000000
telenode -976.000000 368.000000 -123.875000 0.000000 180.000000 0.000000 0.000000 0.000000 1.000000 30.000000 180.000000 0.000000 0 0 0.000000
telenode -960.000000 632.000000 -123.875000 0.000000 180.000000 0.000000 0.000000 0.000000 1.000000 30.000000 180.000000 0.000000 0 0 0.000000
dpoint_a 2944.666992 1025.257446 384.625000 0.000000 88.000000 0.000000 0.000000 0.000000 1.000000 30.000000 88.000000 1.000000 2 0 0.000000
overmind 2632.000000 1944.000000 -62.935341 0.000000 0.000000 0.000000 -0.184289 0.000000 0.982872 30.000000 0.000000 0.000000 0 0 0.000000
dpoint_b 1.302418 2621.686035 0.625000 0.000000 89.000000 0.000000 0.000000 0.000000 1.000000 30.000000 89.000000 1.000000 2 0 0.000000
dpoint_c 779.392090 -455.685974 -127.375000 0.000000 89.000000 0.000000 0.000000 0.000000 1.000000 30.000000 89.000000 1.000000 2 0 0.000000
